"date","home.team","home.score","away.team","away.score"
2012-01-21,"Santander",1,"Getafe",2
2012-01-21,"Sociedad",0,"Ath Madrid",4
2012-01-22,"Levante",0,"Zaragoza",0
2012-01-22,"Malaga",1,"Barcelona",4
2012-01-22,"Osasuna",1,"Valencia",1
2012-01-22,"Real Madrid",4,"Ath Bilbao",1
2012-01-22,"Vallecano",0,"Mallorca",1
2012-01-23,"Villarreal",3,"Sp Gijon",0
2012-01-28,"Espanol",1,"Mallorca",0
2012-01-28,"Real Madrid",3,"Zaragoza",1
2012-01-28,"Vallecano",2,"Ath Bilbao",3
2012-01-28,"Villarreal",0,"Barcelona",0
2012-01-29,"Betis",1,"Granada",2
2012-01-29,"Levante",1,"Getafe",2
2012-01-29,"Malaga",2,"Sevilla",1
2012-01-29,"Santander",2,"Valencia",2
2012-01-29,"Sociedad",5,"Sp Gijon",1
2012-01-30,"Osasuna",0,"Ath Madrid",1
2012-02-04,"Ath Bilbao",3,"Espanol",3
2012-02-04,"Barcelona",2,"Sociedad",1
2012-02-04,"Getafe",0,"Real Madrid",1
2012-02-04,"Levante",1,"Santander",1
2012-02-04,"Mallorca",1,"Betis",0
2012-02-05,"Ath Madrid",0,"Valencia",0
2012-02-05,"Sevilla",1,"Villarreal",2
2012-02-05,"Sp Gijon",1,"Osasuna",1
2012-02-05,"Zaragoza",1,"Vallecano",2
2012-02-06,"Granada",2,"Malaga",1
2012-02-11,"Betis",2,"Ath Bilbao",1
2012-02-11,"Osasuna",3,"Barcelona",2
2012-02-11,"Santander",0,"Ath Madrid",0
2012-02-12,"Espanol",0,"Zaragoza",2
2012-02-12,"Malaga",3,"Mallorca",1
2012-02-12,"Real Madrid",4,"Levante",2
2012-02-12,"Valencia",4,"Sp Gijon",0
2012-02-12,"Vallecano",2,"Getafe",0
2012-02-12,"Villarreal",3,"Granada",1
2012-02-13,"Sociedad",2,"Sevilla",0
2012-02-18,"Getafe",1,"Espanol",1
2012-02-18,"Real Madrid",4,"Santander",0
2012-02-18,"Sevilla",2,"Osasuna",0
2012-02-19,"Ath Bilbao",3,"Malaga",0
2012-02-19,"Barcelona",5,"Valencia",1
2012-02-19,"Granada",4,"Sociedad",1
2012-02-19,"Levante",3,"Vallecano",5
2012-02-19,"Mallorca",4,"Villarreal",0
2012-02-19,"Sp Gijon",1,"Ath Madrid",1
2012-02-20,"Zaragoza",0,"Betis",2
2012-02-25,"Betis",1,"Getafe",1
2012-02-25,"Espanol",1,"Levante",2
2012-02-25,"Malaga",5,"Zaragoza",1
2012-02-25,"Santander",1,"Sp Gijon",1
2012-02-26,"Ath Madrid",1,"Barcelona",2
2012-02-26,"Osasuna",2,"Granada",1
2012-02-26,"Sociedad",1,"Mallorca",0
2012-02-26,"Valencia",1,"Sevilla",2
2012-02-26,"Vallecano",0,"Real Madrid",1
2012-02-26,"Villarreal",2,"Ath Bilbao",2
2012-03-03,"Barcelona",3,"Sp Gijon",1
2012-03-03,"Getafe",1,"Malaga",3
2012-03-03,"Mallorca",1,"Osasuna",1
2012-03-03,"Sevilla",1,"Ath Madrid",1
2012-03-03,"Vallecano",4,"Santander",2
2012-03-04,"Ath Bilbao",2,"Sociedad",0
2012-03-04,"Granada",0,"Valencia",1
2012-03-04,"Real Madrid",5,"Espanol",0
2012-03-04,"Zaragoza",2,"Villarreal",1
2012-03-05,"Levante",3,"Betis",1
2012-03-10,"Betis",2,"Real Madrid",3
2012-03-10,"Malaga",1,"Levante",0
2012-03-10,"Sociedad",3,"Zaragoza",0
2012-03-10,"Sp Gijon",1,"Sevilla",0
2012-03-11,"Ath Madrid",2,"Granada",0
2012-03-11,"Espanol",5,"Vallecano",1
2012-03-11,"Osasuna",2,"Ath Bilbao",1
2012-03-11,"Santander",0,"Barcelona",2
2012-03-11,"Valencia",2,"Mallorca",2
2012-03-12,"Villarreal",1,"Getafe",2
2012-03-17,"Getafe",1,"Sociedad",0
2012-03-17,"Granada",2,"Sp Gijon",1
2012-03-17,"Sevilla",0,"Barcelona",2
2012-03-17,"Vallecano",3,"Betis",0
2012-03-17,"Zaragoza",1,"Osasuna",1
2012-03-18,"Ath Bilbao",0,"Valencia",3
2012-03-18,"Levante",1,"Villarreal",0
2012-03-18,"Mallorca",2,"Ath Madrid",1
2012-03-18,"Real Madrid",1,"Malaga",1
2012-03-19,"Espanol",3,"Santander",1
2012-03-20,"Barcelona",5,"Granada",3
2012-03-20,"Osasuna",0,"Getafe",0
2012-03-21,"Ath Madrid",2,"Ath Bilbao",1
2012-03-21,"Sociedad",1,"Levante",3
2012-03-21,"Sp Gijon",2,"Mallorca",3
2012-03-21,"Valencia",1,"Zaragoza",2
2012-03-21,"Villarreal",1,"Real Madrid",1
2012-03-22,"Betis",1,"Espanol",1
2012-03-22,"Malaga",4,"Vallecano",2
2012-03-22,"Santander",0,"Sevilla",3
2012-03-24,"Getafe",3,"Valencia",1
2012-03-24,"Mallorca",0,"Barcelona",2
2012-03-24,"Real Madrid",5,"Sociedad",1
2012-03-25,"Ath Bilbao",1,"Sp Gijon",1
2012-03-25,"Betis",1,"Santander",1
2012-03-25,"Espanol",1,"Malaga",2
2012-03-25,"Levante",0,"Osasuna",2
2012-03-25,"Vallecano",0,"Villarreal",2
2012-03-25,"Zaragoza",1,"Ath Madrid",0
2012-03-26,"Granada",0,"Sevilla",3
2012-03-31,"Barcelona",2,"Ath Bilbao",0
2012-03-31,"Malaga",0,"Betis",2
2012-03-31,"Osasuna",1,"Real Madrid",5
2012-03-31,"Santander",0,"Granada",1
2012-03-31,"Sp Gijon",1,"Zaragoza",2
2012-04-01,"Ath Madrid",3,"Getafe",0
2012-04-01,"Sociedad",4,"Vallecano",0
2012-04-01,"Valencia",1,"Levante",1
2012-04-01,"Villarreal",0,"Espanol",0
2012-04-02,"Sevilla",3,"Mallorca",1
2012-04-07,"Betis",3,"Villarreal",1
2012-04-07,"Espanol",2,"Sociedad",2
2012-04-07,"Getafe",2,"Sp Gijon",0
2012-04-07,"Vallecano",6,"Osasuna",0
2012-04-07,"Zaragoza",1,"Barcelona",4
2012-04-08,"Ath Bilbao",1,"Sevilla",0
2012-04-08,"Levante",2,"Ath Madrid",0
2012-04-08,"Mallorca",0,"Granada",0
2012-04-08,"Real Madrid",0,"Valencia",0
2012-04-09,"Malaga",3,"Santander",0
2012-04-10,"Barcelona",4,"Getafe",0
2012-04-10,"Osasuna",2,"Espanol",0
2012-04-10,"Sociedad",1,"Betis",1
2012-04-11,"Ath Madrid",1,"Real Madrid",4
2012-04-11,"Granada",2,"Ath Bilbao",2
2012-04-11,"Sp Gijon",3,"Levante",2
2012-04-11,"Valencia",4,"Vallecano",1
2012-04-12,"Santander",0,"Mallorca",3
2012-04-12,"Sevilla",3,"Zaragoza",0
2012-04-12,"Villarreal",2,"Malaga",1
2012-04-14,"Levante",1,"Barcelona",2
2012-04-14,"Real Madrid",3,"Sp Gijon",1
2012-04-15,"Ath Bilbao",1,"Mallorca",0
2012-04-15,"Betis",1,"Osasuna",0
2012-04-15,"Espanol",4,"Valencia",0
2012-04-15,"Malaga",1,"Sociedad",1
2012-04-15,"Vallecano",0,"Ath Madrid",1
2012-04-15,"Villarreal",1,"Santander",1
2012-04-15,"Zaragoza",1,"Granada",0
2012-04-16,"Getafe",5,"Sevilla",1
2012-04-21,"Barcelona",1,"Real Madrid",2
2012-04-21,"Mallorca",1,"Zaragoza",0
2012-04-21,"Sevilla",1,"Levante",1
2012-04-21,"Sp Gijon",2,"Vallecano",1
2012-04-22,"Ath Madrid",3,"Espanol",1
2012-04-22,"Granada",1,"Getafe",0
2012-04-22,"Santander",0,"Ath Bilbao",1
2012-04-22,"Sociedad",1,"Villarreal",1
2012-04-22,"Valencia",4,"Betis",0
2012-04-23,"Osasuna",1,"Malaga",1
2012-04-28,"Espanol",0,"Sp Gijon",3
2012-04-28,"Getafe",1,"Mallorca",3
2012-04-28,"Levante",3,"Granada",1
2012-04-28,"Sociedad",3,"Santander",0
2012-04-28,"Villarreal",1,"Osasuna",1
2012-04-29,"Betis",2,"Ath Madrid",2
2012-04-29,"Malaga",1,"Valencia",0
2012-04-29,"Real Madrid",3,"Sevilla",0
2012-04-29,"Vallecano",0,"Barcelona",7
2012-04-29,"Zaragoza",2,"Ath Bilbao",0
2012-05-01,"Getafe",1,"Santander",1
2012-05-01,"Granada",2,"Espanol",1
2012-05-01,"Sp Gijon",2,"Villarreal",3
2012-05-02,"Ath Bilbao",0,"Real Madrid",3
2012-05-02,"Ath Madrid",1,"Sociedad",1
2012-05-02,"Barcelona",4,"Malaga",1
2012-05-02,"Mallorca",1,"Vallecano",0
2012-05-02,"Sevilla",1,"Betis",2
2012-05-02,"Valencia",4,"Osasuna",0
2012-05-02,"Zaragoza",1,"Levante",0
2012-05-05,"Ath Bilbao",0,"Getafe",0
2012-05-05,"Ath Madrid",2,"Malaga",1
2012-05-05,"Barcelona",4,"Espanol",0
2012-05-05,"Granada",1,"Real Madrid",2
2012-05-05,"Mallorca",1,"Levante",0
2012-05-05,"Osasuna",1,"Sociedad",0
2012-05-05,"Sevilla",5,"Vallecano",2
2012-05-05,"Sp Gijon",2,"Betis",1
2012-05-05,"Valencia",1,"Villarreal",0
2012-05-05,"Zaragoza",2,"Santander",1
2012-05-12,"Betis",2,"Barcelona",2
2012-05-12,"Sociedad",1,"Valencia",0
2012-05-13,"Espanol",1,"Sevilla",1
2012-05-13,"Getafe",0,"Zaragoza",2
2012-05-13,"Levante",3,"Ath Bilbao",0
2012-05-13,"Malaga",1,"Sp Gijon",0
2012-05-13,"Real Madrid",4,"Mallorca",1
2012-05-13,"Santander",2,"Osasuna",4
2012-05-13,"Vallecano",1,"Granada",0
2012-05-13,"Villarreal",0,"Ath Madrid",1
2012-08-18,"Celta",0,"Malaga",1
2012-08-18,"Mallorca",2,"Espanol",1
2012-08-18,"Sevilla",2,"Getafe",1
2012-08-19,"Ath Bilbao",3,"Betis",5
2012-08-19,"Barcelona",5,"Sociedad",1
2012-08-19,"Levante",1,"Ath Madrid",1
2012-08-19,"Real Madrid",1,"Valencia",1
2012-08-20,"La Coruna",2,"Osasuna",0
2012-08-20,"Vallecano",1,"Granada",0
2012-08-20,"Zaragoza",0,"Valladolid",1
2012-08-25,"Betis",1,"Vallecano",2
2012-08-25,"Espanol",1,"Zaragoza",2
2012-08-25,"Malaga",1,"Mallorca",1
2012-08-25,"Sociedad",2,"Celta",1
2012-08-26,"Getafe",2,"Real Madrid",1
2012-08-26,"Granada",1,"Sevilla",1
2012-08-26,"Osasuna",1,"Barcelona",2
2012-08-26,"Valencia",3,"La Coruna",3
2012-08-27,"Ath Madrid",4,"Ath Bilbao",0
2012-08-27,"Valladolid",2,"Levante",0
2012-09-01,"Celta",2,"Osasuna",0
2012-09-01,"La Coruna",1,"Getafe",1
2012-09-01,"Mallorca",1,"Sociedad",0
2012-09-01,"Zaragoza",0,"Malaga",1
2012-09-02,"Ath Bilbao",2,"Valladolid",0
2012-09-02,"Barcelona",1,"Valencia",0
2012-09-02,"Levante",3,"Espanol",2
2012-09-02,"Real Madrid",3,"Granada",0
2012-09-02,"Vallecano",0,"Sevilla",0
2012-09-15,"Getafe",1,"Barcelona",4
2012-09-15,"Malaga",3,"Levante",1
2012-09-15,"Sevilla",1,"Real Madrid",0
2012-09-15,"Valencia",2,"Celta",1
2012-09-16,"Ath Madrid",4,"Vallecano",3
2012-09-16,"Espanol",3,"Ath Bilbao",3
2012-09-16,"Granada",1,"La Coruna",1
2012-09-16,"Osasuna",1,"Mallorca",1
2012-09-16,"Sociedad",2,"Zaragoza",0
2012-09-17,"Valladolid",0,"Betis",1
2012-09-22,"Barcelona",2,"Granada",0
2012-09-22,"Betis",1,"Espanol",0
2012-09-22,"Celta",2,"Getafe",1
2012-09-22,"Zaragoza",3,"Osasuna",1
2012-09-23,"Ath Bilbao",0,"Malaga",0
2012-09-23,"Ath Madrid",2,"Valladolid",1
2012-09-23,"Levante",2,"Sociedad",1
2012-09-23,"Mallorca",2,"Valencia",0
2012-09-24,"La Coruna",0,"Sevilla",2
2012-09-24,"Vallecano",0,"Real Madrid",2
2012-09-26,"Betis",2,"Ath Madrid",4
2012-09-29,"Malaga",4,"Betis",0
2012-09-29,"Sevilla",2,"Barcelona",3
2012-09-29,"Sociedad",2,"Ath Bilbao",0
2012-09-29,"Valencia",2,"Zaragoza",0
2012-09-30,"Espanol",0,"Ath Madrid",1
2012-09-30,"Granada",2,"Celta",1
2012-09-30,"Osasuna",4,"Levante",0
2012-09-30,"Real Madrid",5,"La Coruna",1
2012-09-30,"Valladolid",6,"Vallecano",1
2012-10-01,"Getafe",1,"Mallorca",0
2012-10-05,"Celta",2,"Sevilla",0
2012-10-06,"Betis",2,"Sociedad",0
2012-10-06,"Valladolid",1,"Espanol",1
2012-10-06,"Vallecano",2,"La Coruna",1
2012-10-06,"Zaragoza",0,"Getafe",1
2012-10-07,"Ath Bilbao",1,"Osasuna",0
2012-10-07,"Ath Madrid",2,"Malaga",1
2012-10-07,"Barcelona",2,"Real Madrid",2
2012-10-07,"Levante",1,"Valencia",0
2012-10-07,"Mallorca",1,"Granada",2
2012-10-20,"La Coruna",4,"Barcelona",5
2012-10-20,"Malaga",2,"Valladolid",1
2012-10-20,"Real Madrid",2,"Celta",0
2012-10-20,"Valencia",3,"Ath Bilbao",2
2012-10-21,"Espanol",3,"Vallecano",2
2012-10-21,"Getafe",0,"Levante",1
2012-10-21,"Granada",1,"Zaragoza",2
2012-10-21,"Osasuna",0,"Betis",0
2012-10-21,"Sociedad",0,"Ath Madrid",1
2012-10-22,"Sevilla",3,"Mallorca",2
2012-10-27,"Betis",1,"Valencia",0
2012-10-27,"Celta",1,"La Coruna",1
2012-10-27,"Espanol",0,"Malaga",0
2012-10-27,"Vallecano",0,"Barcelona",5
2012-10-28,"Ath Bilbao",1,"Getafe",2
2012-10-28,"Ath Madrid",3,"Osasuna",1
2012-10-28,"Levante",3,"Granada",1
2012-10-28,"Mallorca",0,"Real Madrid",5
2012-10-28,"Zaragoza",2,"Sevilla",1
2012-10-29,"Valladolid",2,"Sociedad",2
2012-11-03,"Barcelona",3,"Celta",1
2012-11-03,"Malaga",1,"Vallecano",2
2012-11-03,"Real Madrid",4,"Zaragoza",0
2012-11-03,"Valencia",2,"Ath Madrid",0
2012-11-04,"Granada",1,"Ath Bilbao",2
2012-11-04,"La Coruna",1,"Mallorca",0
2012-11-04,"Osasuna",0,"Valladolid",1
2012-11-04,"Sevilla",0,"Levante",0
2012-11-04,"Sociedad",0,"Espanol",1
2012-11-05,"Getafe",2,"Betis",4
2012-11-09,"Betis",1,"Granada",2
2012-11-10,"Espanol",0,"Osasuna",3
2012-11-10,"Malaga",1,"Sociedad",2
2012-11-10,"Vallecano",3,"Celta",2
2012-11-10,"Zaragoza",5,"La Coruna",3
2012-11-11,"Ath Bilbao",2,"Sevilla",1
2012-11-11,"Ath Madrid",2,"Getafe",0
2012-11-11,"Levante",1,"Real Madrid",2
2012-11-11,"Mallorca",2,"Barcelona",4
2012-11-11,"Valladolid",1,"Valencia",1
2012-11-17,"Barcelona",3,"Zaragoza",1
2012-11-17,"Osasuna",0,"Malaga",0
2012-11-17,"Real Madrid",5,"Ath Bilbao",1
2012-11-17,"Valencia",2,"Espanol",1
2012-11-18,"Celta",1,"Mallorca",1
2012-11-18,"Getafe",2,"Valladolid",1
2012-11-18,"Granada",0,"Ath Madrid",1
2012-11-18,"La Coruna",0,"Levante",2
2012-11-18,"Sevilla",5,"Betis",1
2012-11-19,"Sociedad",4,"Vallecano",0
2012-11-23,"Sociedad",0,"Osasuna",0
2012-11-24,"Betis",1,"Real Madrid",0
2012-11-24,"Malaga",4,"Valencia",0
2012-11-24,"Valladolid",1,"Granada",0
2012-11-24,"Vallecano",2,"Mallorca",0
2012-11-25,"Ath Bilbao",1,"La Coruna",1
2012-11-25,"Ath Madrid",4,"Sevilla",0
2012-11-25,"Espanol",0,"Getafe",2
2012-11-25,"Levante",0,"Barcelona",4
2012-11-26,"Zaragoza",0,"Celta",1
2012-11-30,"Osasuna",1,"Vallecano",0
2012-12-01,"Barcelona",5,"Ath Bilbao",1
2012-12-01,"Getafe",1,"Malaga",0
2012-12-01,"Real Madrid",2,"Ath Madrid",0
2012-12-01,"Valencia",2,"Sociedad",5
2012-12-02,"Celta",1,"Levante",1
2012-12-02,"Granada",0,"Espanol",0
2012-12-02,"La Coruna",2,"Betis",3
2012-12-02,"Mallorca",1,"Zaragoza",1
2012-12-03,"Sevilla",1,"Valladolid",2
2012-12-07,"Espanol",2,"Sevilla",2
2012-12-08,"Malaga",4,"Granada",0
2012-12-08,"Osasuna",0,"Valencia",1
2012-12-08,"Sociedad",1,"Getafe",1
2012-12-08,"Valladolid",2,"Real Madrid",3
2012-12-09,"Ath Bilbao",1,"Celta",0
2012-12-09,"Ath Madrid",6,"La Coruna",0
2012-12-09,"Betis",1,"Barcelona",2
2012-12-09,"Levante",4,"Mallorca",0
2012-12-10,"Vallecano",0,"Zaragoza",2
2012-12-15,"Getafe",1,"Osasuna",1
2012-12-15,"Granada",0,"Sociedad",0
2012-12-15,"Mallorca",0,"Ath Bilbao",1
2012-12-15,"Sevilla",0,"Malaga",2
2012-12-16,"Barcelona",4,"Ath Madrid",1
2012-12-16,"Real Madrid",2,"Espanol",2
2012-12-16,"Valencia",0,"Vallecano",1
2012-12-16,"Zaragoza",0,"Levante",1
2012-12-17,"Celta",0,"Betis",1
2012-12-17,"La Coruna",0,"Valladolid",0
2012-12-20,"Espanol",2,"La Coruna",0
2012-12-20,"Sociedad",2,"Sevilla",1
2012-12-20,"Vallecano",3,"Levante",0
2012-12-21,"Ath Madrid",1,"Celta",0
2012-12-21,"Valencia",4,"Getafe",2
2012-12-22,"Ath Bilbao",0,"Zaragoza",2
2012-12-22,"Betis",1,"Mallorca",2
2012-12-22,"Malaga",3,"Real Madrid",2
2012-12-22,"Osasuna",1,"Granada",2
2012-12-22,"Valladolid",1,"Barcelona",3
2013-01-04,"Zaragoza",1,"Betis",2
2013-01-05,"Granada",1,"Valencia",2
2013-01-05,"La Coruna",1,"Malaga",0
2013-01-05,"Levante",3,"Ath Bilbao",1
2013-01-05,"Sevilla",1,"Osasuna",0
2013-01-06,"Barcelona",4,"Espanol",0
2013-01-06,"Celta",3,"Valladolid",1
2013-01-06,"Mallorca",1,"Ath Madrid",1
2013-01-06,"Real Madrid",4,"Sociedad",3
2013-01-07,"Vallecano",3,"Getafe",1
2013-01-11,"Ath Bilbao",1,"Vallecano",2
2013-01-12,"Espanol",1,"Celta",0
2013-01-12,"Osasuna",0,"Real Madrid",0
2013-01-12,"Valencia",2,"Sevilla",0
2013-01-12,"Valladolid",3,"Mallorca",1
2013-01-13,"Ath Madrid",2,"Zaragoza",0
2013-01-13,"Betis",2,"Levante",0
2013-01-13,"Malaga",1,"Barcelona",3
2013-01-13,"Sociedad",1,"La Coruna",1
2013-01-14,"Getafe",2,"Granada",2
2013-01-18,"Espanol",3,"Mallorca",2
2013-01-19,"Getafe",1,"Sevilla",1
2013-01-19,"Granada",2,"Vallecano",0
2013-01-19,"Malaga",1,"Celta",1
2013-01-19,"Sociedad",3,"Barcelona",2
2013-01-20,"Ath Madrid",2,"Levante",0
2013-01-20,"Osasuna",2,"La Coruna",1
2013-01-20,"Valencia",0,"Real Madrid",5
2013-01-20,"Valladolid",2,"Zaragoza",0
2013-01-21,"Betis",1,"Ath Bilbao",1
2013-01-26,"Celta",1,"Sociedad",1
2013-01-26,"La Coruna",2,"Valencia",3
2013-01-26,"Levante",2,"Valladolid",1
2013-01-26,"Zaragoza",0,"Espanol",0
2013-01-27,"Ath Bilbao",3,"Ath Madrid",0
2013-01-27,"Barcelona",5,"Osasuna",1
2013-01-27,"Mallorca",2,"Malaga",3
2013-01-27,"Real Madrid",4,"Getafe",0
2013-01-27,"Vallecano",3,"Betis",0
2013-01-28,"Sevilla",3,"Granada",0
2013-02-01,"Valladolid",2,"Ath Bilbao",2
2013-02-02,"Espanol",3,"Levante",2
2013-02-02,"Getafe",3,"La Coruna",1
2013-02-02,"Granada",1,"Real Madrid",0
2013-02-02,"Osasuna",1,"Celta",0
2013-02-03,"Ath Madrid",1,"Betis",0
2013-02-03,"Malaga",1,"Zaragoza",1
2013-02-03,"Sevilla",2,"Vallecano",1
2013-02-03,"Sociedad",3,"Mallorca",0
2013-02-03,"Valencia",1,"Barcelona",1
2013-02-09,"Celta",0,"Valencia",1
2013-02-09,"La Coruna",0,"Granada",3
2013-02-09,"Levante",1,"Malaga",2
2013-02-09,"Mallorca",1,"Osasuna",1
2013-02-09,"Real Madrid",4,"Sevilla",1
2013-02-10,"Ath Bilbao",0,"Espanol",4
2013-02-10,"Barcelona",6,"Getafe",1
2013-02-10,"Vallecano",2,"Ath Madrid",1
2013-02-10,"Zaragoza",1,"Sociedad",2
2013-02-11,"Betis",0,"Valladolid",0
2013-02-15,"Sevilla",3,"La Coruna",1
2013-02-16,"Getafe",3,"Celta",1
2013-02-16,"Granada",1,"Barcelona",2
2013-02-16,"Malaga",1,"Ath Bilbao",0
2013-02-16,"Osasuna",1,"Zaragoza",0
2013-02-17,"Espanol",1,"Betis",0
2013-02-17,"Real Madrid",2,"Vallecano",0
2013-02-17,"Sociedad",1,"Levante",1
2013-02-17,"Valencia",2,"Mallorca",0
2013-02-17,"Valladolid",0,"Ath Madrid",3
2013-02-22,"Ath Bilbao",1,"Sociedad",3
2013-02-23,"Barcelona",2,"Sevilla",1
2013-02-23,"La Coruna",1,"Real Madrid",2
2013-02-23,"Mallorca",1,"Getafe",3
2013-02-23,"Zaragoza",2,"Valencia",2
2013-02-24,"Ath Madrid",1,"Espanol",0
2013-02-24,"Betis",3,"Malaga",0
2013-02-24,"Celta",2,"Granada",1
2013-02-24,"Vallecano",1,"Valladolid",2
2013-02-25,"Levante",0,"Osasuna",2
2013-03-01,"Getafe",2,"Zaragoza",0
2013-03-02,"La Coruna",0,"Vallecano",0
2013-03-02,"Osasuna",0,"Ath Bilbao",1
2013-03-02,"Real Madrid",2,"Barcelona",1
2013-03-02,"Valencia",2,"Levante",2
2013-03-03,"Espanol",0,"Valladolid",0
2013-03-03,"Granada",1,"Mallorca",2
2013-03-03,"Malaga",0,"Ath Madrid",0
2013-03-03,"Sociedad",3,"Betis",3
2013-03-04,"Sevilla",4,"Celta",1
2013-03-08,"Betis",2,"Osasuna",1
2013-03-09,"Barcelona",2,"La Coruna",0
2013-03-09,"Mallorca",2,"Sevilla",1
2013-03-09,"Valladolid",1,"Malaga",1
2013-03-09,"Vallecano",2,"Espanol",0
2013-03-10,"Ath Bilbao",1,"Valencia",0
2013-03-10,"Ath Madrid",0,"Sociedad",1
2013-03-10,"Celta",1,"Real Madrid",2
2013-03-10,"Levante",0,"Getafe",0
2013-03-11,"Zaragoza",0,"Granada",0
2013-03-15,"La Coruna",3,"Celta",1
2013-03-16,"Getafe",1,"Ath Bilbao",0
2013-03-16,"Real Madrid",5,"Mallorca",2
2013-03-16,"Sociedad",4,"Valladolid",1
2013-03-16,"Valencia",3,"Betis",0
2013-03-17,"Barcelona",3,"Vallecano",1
2013-03-17,"Granada",1,"Levante",1
2013-03-17,"Malaga",0,"Espanol",2
2013-03-17,"Osasuna",0,"Ath Madrid",2
2013-03-17,"Sevilla",4,"Zaragoza",0
2013-03-30,"Celta",2,"Barcelona",2
2013-03-30,"Levante",1,"Sevilla",0
2013-03-30,"Vallecano",1,"Malaga",3
2013-03-30,"Zaragoza",1,"Real Madrid",1
2013-03-31,"Ath Madrid",1,"Valencia",1
2013-03-31,"Espanol",2,"Sociedad",2
2013-03-31,"Mallorca",2,"La Coruna",3
2013-03-31,"Valladolid",1,"Osasuna",3
2013-04-01,"Ath Bilbao",1,"Granada",0
2013-04-01,"Betis",0,"Getafe",0
2013-04-05,"Granada",1,"Betis",5
2013-04-06,"Barcelona",5,"Mallorca",0
2013-04-06,"La Coruna",3,"Zaragoza",2
2013-04-06,"Real Madrid",5,"Levante",1
2013-04-06,"Sociedad",4,"Malaga",2
2013-04-07,"Celta",0,"Vallecano",2
2013-04-07,"Getafe",0,"Ath Madrid",0
2013-04-07,"Osasuna",0,"Espanol",2
2013-04-07,"Valencia",2,"Valladolid",1
2013-04-08,"Sevilla",2,"Ath Bilbao",1
2013-04-12,"Betis",3,"Sevilla",3
2013-04-13,"Espanol",3,"Valencia",3
2013-04-13,"Levante",0,"La Coruna",4
2013-04-13,"Malaga",1,"Osasuna",0
2013-04-13,"Valladolid",2,"Getafe",1
2013-04-14,"Ath Bilbao",0,"Real Madrid",3
2013-04-14,"Ath Madrid",5,"Granada",0
2013-04-14,"Vallecano",0,"Sociedad",2
2013-04-14,"Zaragoza",0,"Barcelona",3
2013-04-15,"Mallorca",1,"Celta",0
2013-04-19,"Mallorca",1,"Vallecano",1
2013-04-20,"Barcelona",1,"Levante",0
2013-04-20,"Granada",1,"Valladolid",1
2013-04-20,"Real Madrid",3,"Betis",1
2013-04-20,"Valencia",5,"Malaga",1
2013-04-21,"Getafe",0,"Espanol",2
2013-04-21,"La Coruna",1,"Ath Bilbao",1
2013-04-21,"Osasuna",0,"Sociedad",0
2013-04-21,"Sevilla",0,"Ath Madrid",1
2013-04-22,"Celta",2,"Zaragoza",1
2013-04-26,"Vallecano",2,"Osasuna",2
2013-04-27,"Ath Bilbao",2,"Barcelona",2
2013-04-27,"Ath Madrid",1,"Real Madrid",2
2013-04-27,"Levante",0,"Celta",1
2013-04-27,"Zaragoza",3,"Mallorca",2
2013-04-28,"Espanol",0,"Granada",1
2013-04-28,"Malaga",2,"Getafe",1
2013-04-28,"Sociedad",4,"Valencia",2
2013-04-28,"Valladolid",1,"Sevilla",1
2013-04-29,"Betis",1,"La Coruna",1
2013-05-03,"Celta",1,"Ath Bilbao",1
2013-05-04,"Granada",1,"Malaga",0
2013-05-04,"La Coruna",0,"Ath Madrid",0
2013-05-04,"Real Madrid",4,"Valladolid",3
2013-05-04,"Valencia",4,"Osasuna",0
2013-05-05,"Barcelona",4,"Betis",2
2013-05-05,"Mallorca",1,"Levante",1
2013-05-05,"Sevilla",3,"Espanol",0
2013-05-05,"Zaragoza",3,"Vallecano",0
2013-05-06,"Getafe",2,"Sociedad",1
2013-05-08,"Celta",1,"Ath Madrid",3
2013-05-08,"Real Madrid",6,"Malaga",2
2013-05-10,"Levante",0,"Zaragoza",0
2013-05-11,"Ath Bilbao",2,"Mallorca",1
2013-05-11,"Espanol",1,"Real Madrid",1
2013-05-11,"Osasuna",1,"Getafe",0
2013-05-11,"Valladolid",1,"La Coruna",0
2013-05-12,"Ath Madrid",1,"Barcelona",2
2013-05-12,"Betis",1,"Celta",0
2013-05-12,"Malaga",0,"Sevilla",0
2013-05-12,"Vallecano",0,"Valencia",4
2013-05-13,"Sociedad",2,"Granada",2
2013-05-18,"Getafe",0,"Valencia",1
2013-05-18,"Granada",3,"Osasuna",0
2013-05-18,"Sevilla",1,"Sociedad",2
2013-05-19,"Barcelona",2,"Valladolid",1
2013-05-19,"La Coruna",2,"Espanol",0
2013-05-19,"Levante",2,"Vallecano",3
2013-05-19,"Zaragoza",1,"Ath Bilbao",2
2013-05-20,"Mallorca",1,"Betis",0
2013-05-26,"Ath Bilbao",0,"Levante",1
2013-05-26,"Ath Madrid",0,"Mallorca",0
2013-05-26,"Betis",4,"Zaragoza",0
2013-05-26,"Espanol",0,"Barcelona",2
2013-05-26,"Getafe",1,"Vallecano",2
2013-05-26,"Malaga",3,"La Coruna",1
2013-05-26,"Osasuna",2,"Sevilla",1
2013-05-26,"Sociedad",3,"Real Madrid",3
2013-05-26,"Valencia",1,"Granada",0
2013-05-26,"Valladolid",0,"Celta",2
